Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Thu Dec 23 2021,7:30p,Detroit Pistons,112,Miami Heat,115,Box Score,,19600,FTX Arena,
Thu Dec 23 2021,7:30p,Washington Wizards,124,New York Knicks,117,Box Score,,18208,Madison Square Garden (IV),
Thu Dec 23 2021,8:30p,Milwaukee Bucks,102,Dallas Mavericks,95,Box Score,,19654,American Airlines Center,
Thu Dec 23 2021,9:00p,Charlotte Hornets,115,Denver Nuggets,107,Box Score,,17003,Ball Arena,
Thu Dec 23 2021,9:00p,Oklahoma City Thunder,101,Phoenix Suns,113,Box Score,,17071,Phoenix Suns Arena,
Thu Dec 23 2021,9:00p,Minnesota Timberwolves,116,Utah Jazz,128,Box Score,,18306,Vivint Smart Home Arena,
Thu Dec 23 2021,10:00p,Memphis Grizzlies,104,Golden State Warriors,113,Box Score,,18064,Chase Center,
Thu Dec 23 2021,10:30p,San Antonio Spurs,138,Los Angeles Lakers,110,Box Score,,18997,Crypto.com Arena,
Sat Dec 25 2021,12:00p,Atlanta Hawks,87,New York Knicks,101,Box Score,,19812,Madison Square Garden (IV),
Sat Dec 25 2021,2:30p,Boston Celtics,113,Milwaukee Bucks,117,Box Score,,17341,Fiserv Forum,
Sat Dec 25 2021,5:00p,Golden State Warriors,116,Phoenix Suns,107,Box Score,,17071,Phoenix Suns Arena,
Sat Dec 25 2021,8:00p,Brooklyn Nets,122,Los Angeles Lakers,115,Box Score,,18997,Crypto.com Arena,
Sat Dec 25 2021,10:30p,Dallas Mavericks,116,Utah Jazz,120,Box Score,,18306,Vivint Smart Home Arena,
Sun Dec 26 2021,3:30p,Orlando Magic,83,Miami Heat,93,Box Score,,19600,FTX Arena,
Sun Dec 26 2021,6:00p,Toronto Raptors,99,Cleveland Cavaliers,144,Box Score,,19432,Rocket Mortgage Fieldhouse,
Sun Dec 26 2021,6:00p,Memphis Grizzlies,127,Sacramento Kings,102,Box Score,,15685,Golden 1 Center,
Sun Dec 26 2021,6:00p,Philadelphia 76ers,117,Washington Wizards,96,Box Score,,16767,Capital One Arena,
Sun Dec 26 2021,7:00p,New Orleans Pelicans,112,Oklahoma City Thunder,117,Box Score,,15608,Paycom Center,
Sun Dec 26 2021,7:00p,Detroit Pistons,109,San Antonio Spurs,144,Box Score,,14715,AT&T Center,
Sun Dec 26 2021,8:00p,Indiana Pacers,105,Chicago Bulls,113,Box Score,,20475,United Center,
Sun Dec 26 2021,9:00p,Denver Nuggets,103,Los Angeles Clippers,100,Box Score,,17759,Crypto.com Arena,
Mon Dec 27 2021,7:00p,Houston Rockets,99,Charlotte Hornets,123,Box Score,,19349,Spectrum Center,
Mon Dec 27 2021,7:30p,Chicago Bulls,130,Atlanta Hawks,118,Box Score,,17049,State Farm Arena,
Mon Dec 27 2021,8:00p,Boston Celtics,103,Minnesota Timberwolves,108,Box Score,,15962,Target Center,
Mon Dec 27 2021,8:30p,Utah Jazz,110,San Antonio Spurs,104,Box Score,,16255,AT&T Center,
Mon Dec 27 2021,9:00p,Memphis Grizzlies,114,Phoenix Suns,113,Box Score,,17071,Phoenix Suns Arena,
Mon Dec 27 2021,10:00p,Dallas Mavericks,132,Portland Trail Blazers,117,Box Score,,18430,Moda Center,
Mon Dec 27 2021,10:30p,Brooklyn Nets,124,Los Angeles Clippers,108,Box Score,,17128,Crypto.com Arena,
Tue Dec 28 2021,7:00p,Milwaukee Bucks,127,Orlando Magic,110,Box Score,,16696,Amway Center,
Tue Dec 28 2021,7:30p,Washington Wizards,112,Miami Heat,119,Box Score,,19600,FTX Arena,
Tue Dec 28 2021,7:30p,Philadelphia 76ers,114,Toronto Raptors,109,Box Score,,6960,Scotiabank Arena,
Tue Dec 28 2021,8:00p,Los Angeles Lakers,132,Houston Rockets,123,Box Score,,18104,Toyota Center,
Tue Dec 28 2021,8:00p,New York Knicks,96,Minnesota Timberwolves,88,Box Score,,16339,Target Center,
Tue Dec 28 2021,8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,108,Box Score,,15835,Smoothie King Center,
Tue Dec 28 2021,10:00p,Denver Nuggets,89,Golden State Warriors,86,Box Score,,18064,Chase Center,
Tue Dec 28 2021,10:00p,Oklahoma City Thunder,111,Sacramento Kings,117,Box Score,,14750,Golden 1 Center,
Wed Dec 29 2021,7:00p,New York Knicks,94,Detroit Pistons,85,Box Score,,18312,Little Caesars Arena,
Wed Dec 29 2021,7:00p,Charlotte Hornets,116,Indiana Pacers,108,Box Score,,17608,Gainbridge Fieldhouse,
Wed Dec 29 2021,7:30p,Los Angeles Clippers,91,Boston Celtics,82,Box Score,,19156,TD Garden,
Wed Dec 29 2021,8:00p,Atlanta Hawks,117,Chicago Bulls,131,Box Score,,21372,United Center,
Wed Dec 29 2021,8:00p,Los Angeles Lakers,99,Memphis Grizzlies,104,Box Score,,17794,FedEx Forum,
Wed Dec 29 2021,9:00p,Oklahoma City Thunder,97,Phoenix Suns,115,Box Score,,17071,Phoenix Suns Arena,
Wed Dec 29 2021,10:00p,Utah Jazz,120,Portland Trail Blazers,105,Box Score,,17828,Moda Center,
Wed Dec 29 2021,10:30p,Dallas Mavericks,94,Sacramento Kings,95,Box Score,,16071,Golden 1 Center,
Thu Dec 30 2021,7:00p,Philadelphia 76ers,110,Brooklyn Nets,102,Box Score,,17920,Barclays Center,
Thu Dec 30 2021,7:00p,Milwaukee Bucks,136,Orlando Magic,118,Box Score,,15855,Amway Center,
Thu Dec 30 2021,7:00p,Cleveland Cavaliers,93,Washington Wizards,110,Box Score,,15637,Capital One Arena,
Fri Dec 31 2021,1:00p,Phoenix Suns,108,Boston Celtics,123,Box Score,,19156,TD Garden,
Fri Dec 31 2021,3:00p,Chicago Bulls,108,Indiana Pacers,106,Box Score,,17515,Gainbridge Fieldhouse,
Fri Dec 31 2021,6:00p,Dallas Mavericks,112,Sacramento Kings,96,Box Score,,15833,Golden 1 Center,
Fri Dec 31 2021,7:00p,Miami Heat,120,Houston Rockets,110,Box Score,,16197,Toyota Center,
Fri Dec 31 2021,7:30p,Atlanta Hawks,121,Cleveland Cavaliers,118,Box Score,,17745,Rocket Mortgage Fieldhouse,
Fri Dec 31 2021,7:30p,Los Angeles Clippers,108,Toronto Raptors,116,Box Score,,0,Scotiabank Arena,
Fri Dec 31 2021,8:00p,San Antonio Spurs,105,Memphis Grizzlies,118,Box Score,,15412,FedEx Forum,
Fri Dec 31 2021,8:00p,New York Knicks,80,Oklahoma City Thunder,95,Box Score,,16451,Paycom Center,
Fri Dec 31 2021,9:00p,Minnesota Timberwolves,108,Utah Jazz,120,Box Score,,18306,Vivint Smart Home Arena,
Fri Dec 31 2021,10:30p,Portland Trail Blazers,106,Los Angeles Lakers,139,Box Score,,18997,Crypto.com Arena,
Sat Jan 1 2022,6:30p,New Orleans Pelicans,113,Milwaukee Bucks,136,Box Score,,17341,Fiserv Forum,
Sat Jan 1 2022,7:00p,San Antonio Spurs,116,Detroit Pistons,117,Box Score,OT,18911,Little Caesars Arena,
Sat Jan 1 2022,7:00p,Chicago Bulls,120,Washington Wizards,119,Box Score,,19043,Capital One Arena,
Sat Jan 1 2022,7:30p,Los Angeles Clippers,120,Brooklyn Nets,116,Box Score,,17732,Barclays Center,
Sat Jan 1 2022,8:00p,Denver Nuggets,124,Houston Rockets,111,Box Score,,18055,Toyota Center,
Sat Jan 1 2022,9:00p,Golden State Warriors,123,Utah Jazz,116,Box Score,,18306,Vivint Smart Home Arena,
Sun Jan 2 2022,3:30p,New York Knicks,105,Toronto Raptors,120,Box Score,,0,Scotiabank Arena,
Sun Jan 2 2022,6:00p,Orlando Magic,111,Boston Celtics,116,Box Score,OT,19156,TD Garden,
Sun Jan 2 2022,6:00p,Indiana Pacers,104,Cleveland Cavaliers,108,Box Score,,17808,Rocket Mortgage Fieldhouse,
Sun Jan 2 2022,6:00p,Miami Heat,113,Sacramento Kings,115,Box Score,,13699,Golden 1 Center,
Sun Jan 2 2022,7:00p,Phoenix Suns,133,Charlotte Hornets,99,Box Score,,19088,Spectrum Center,
Sun Jan 2 2022,7:00p,Dallas Mavericks,95,Oklahoma City Thunder,86,Box Score,,14751,Paycom Center,
Sun Jan 2 2022,9:30p,Minnesota Timberwolves,103,Los Angeles Lakers,108,Box Score,,18343,Crypto.com Arena,
Mon Jan 3 2022,7:00p,Houston Rockets,113,Philadelphia 76ers,133,Box Score,,20026,Wells Fargo Center,
Mon Jan 3 2022,7:00p,Charlotte Hornets,121,Washington Wizards,124,Box Score,,8902,Capital One Arena,
Mon Jan 3 2022,7:30p,Memphis Grizzlies,118,Brooklyn Nets,104,Box Score,,17089,Barclays Center,
Mon Jan 3 2022,8:00p,Orlando Magic,98,Chicago Bulls,102,Box Score,,20502,United Center,
Mon Jan 3 2022,8:00p,Detroit Pistons,115,Milwaukee Bucks,106,Box Score,,17341,Fiserv Forum,
Mon Jan 3 2022,8:00p,Utah Jazz,115,New Orleans Pelicans,104,Box Score,,15057,Smoothie King Center,
Mon Jan 3 2022,8:30p,Denver Nuggets,89,Dallas Mavericks,103,Box Score,,19767,American Airlines Center,
Mon Jan 3 2022,10:00p,Miami Heat,108,Golden State Warriors,115,Box Score,,18064,Chase Center,
Mon Jan 3 2022,10:00p,Atlanta Hawks,131,Portland Trail Blazers,136,Box Score,,15091,Moda Center,
Mon Jan 3 2022,10:30p,Minnesota Timberwolves,122,Los Angeles Clippers,104,Box Score,,15959,Crypto.com Arena,
Tue Jan 4 2022,7:00p,Memphis Grizzlies,110,Cleveland Cavaliers,106,Box Score,,18178,Rocket Mortgage Fieldhouse,
Tue Jan 4 2022,7:00p,San Antonio Spurs,104,Toronto Raptors,129,Box Score,,0,Scotiabank Arena,
Tue Jan 4 2022,7:30p,Indiana Pacers,94,New York Knicks,104,Box Score,,18449,Madison Square Garden (IV),
Tue Jan 4 2022,8:00p,Phoenix Suns,123,New Orleans Pelicans,110,Box Score,,15158,Smoothie King Center,
Tue Jan 4 2022,10:30p,Sacramento Kings,114,Los Angeles Lakers,122,Box Score,,17919,Crypto.com Arena,
Wed Jan 5 2022,7:00p,Detroit Pistons,111,Charlotte Hornets,140,Box Score,,14427,Spectrum Center,
Wed Jan 5 2022,7:00p,Philadelphia 76ers,116,Orlando Magic,106,Box Score,,13116,Amway Center,
Wed Jan 5 2022,7:00p,Houston Rockets,114,Washington Wizards,111,Box Score,,13014,Capital One Arena,
Wed Jan 5 2022,7:30p,San Antonio Spurs,99,Boston Celtics,97,Box Score,,19156,TD Garden,
Wed Jan 5 2022,7:30p,Golden State Warriors,82,Dallas Mavericks,99,Box Score,,20441,American Airlines Center,
Wed Jan 5 2022,7:30p,Brooklyn Nets,129,Indiana Pacers,121,Box Score,,14176,Gainbridge Fieldhouse,
Wed Jan 5 2022,8:00p,Toronto Raptors,117,Milwaukee Bucks,111,Box Score,,17341,Fiserv Forum,
Wed Jan 5 2022,8:00p,Oklahoma City Thunder,90,Minnesota Timberwolves,98,Box Score,,14375,Target Center,
Wed Jan 5 2022,10:00p,Utah Jazz,115,Denver Nuggets,109,Box Score,,14056,Ball Arena,
Wed Jan 5 2022,10:00p,Miami Heat,115,Portland Trail Blazers,109,Box Score,,15773,Moda Center,
Wed Jan 5 2022,10:00p,Atlanta Hawks,108,Sacramento Kings,102,Box Score,,13104,Golden 1 Center,
Thu Jan 6 2022,7:30p,Boston Celtics,105,New York Knicks,108,Box Score,,17529,Madison Square Garden (IV),
Thu Jan 6 2022,8:00p,Detroit Pistons,88,Memphis Grizzlies,118,Box Score,,12983,FedEx Forum,
Thu Jan 6 2022,8:00p,Golden State Warriors,96,New Orleans Pelicans,101,Box Score,,15986,Smoothie King Center,
Thu Jan 6 2022,10:00p,Los Angeles Clippers,89,Phoenix Suns,106,Box Score,,17071,Phoenix Suns Arena,
Fri Jan 7 2022,7:00p,San Antonio Spurs,100,Philadelphia 76ers,119,Box Score,,20265,Wells Fargo Center,
Fri Jan 7 2022,7:30p,Milwaukee Bucks,121,Brooklyn Nets,109,Box Score,,17732,Barclays Center,
Fri Jan 7 2022,7:30p,Utah Jazz,108,Toronto Raptors,122,Box Score,,0,Scotiabank Arena,
Fri Jan 7 2022,8:00p,Washington Wizards,122,Chicago Bulls,130,Box Score,,21700,United Center,
Fri Jan 7 2022,8:00p,Dallas Mavericks,130,Houston Rockets,106,Box Score,,15238,Toyota Center,
Fri Jan 7 2022,8:00p,Minnesota Timberwolves,135,Oklahoma City Thunder,105,Box Score,,14874,Paycom Center,
Fri Jan 7 2022,9:00p,Sacramento Kings,111,Denver Nuggets,121,Box Score,,15966,Ball Arena,
Fri Jan 7 2022,10:00p,Atlanta Hawks,118,Los Angeles Lakers,134,Box Score,,18997,Crypto.com Arena,
Fri Jan 7 2022,10:00p,Cleveland Cavaliers,114,Portland Trail Blazers,101,Box Score,,16708,Moda Center,
Sat Jan 8 2022,3:30p,Memphis Grizzlies,123,Los Angeles Clippers,108,Box Score,,17936,Crypto.com Arena,
Sat Jan 8 2022,7:00p,Milwaukee Bucks,106,Charlotte Hornets,114,Box Score,,19139,Spectrum Center,
Sat Jan 8 2022,7:00p,Orlando Magic,92,Detroit Pistons,97,Box Score,,18644,Little Caesars Arena,
Sat Jan 8 2022,7:00p,Utah Jazz,113,Indiana Pacers,125,Box Score,,13160,Gainbridge Fieldhouse,
Sat Jan 8 2022,7:30p,New York Knicks,75,Boston Celtics,99,Box Score,,19156,TD Garden,
Sat Jan 8 2022,9:00p,Miami Heat,123,Phoenix Suns,100,Box Score,,17071,Phoenix Suns Arena,
Sun Jan 9 2022,12:00p,San Antonio Spurs,119,Brooklyn Nets,121,Box Score,OT,15606,Barclays Center,
Sun Jan 9 2022,3:30p,Atlanta Hawks,93,Los Angeles Clippers,106,Box Score,,14836,Crypto.com Arena,
Sun Jan 9 2022,6:00p,Washington Wizards,102,Orlando Magic,100,Box Score,,13223,Amway Center,
Sun Jan 9 2022,6:00p,New Orleans Pelicans,101,Toronto Raptors,105,Box Score,,,Scotiabank Arena,
Sun Jan 9 2022,7:00p,Minnesota Timberwolves,141,Houston Rockets,123,Box Score,,15277,Toyota Center,
Sun Jan 9 2022,7:00p,Denver Nuggets,99,Oklahoma City Thunder,95,Box Score,,14772,Paycom Center,
Sun Jan 9 2022,7:30p,Chicago Bulls,99,Dallas Mavericks,113,Box Score,,20041,American Airlines Center,
Sun Jan 9 2022,8:30p,Cleveland Cavaliers,82,Golden State Warriors,96,Box Score,,18064,Chase Center,
Sun Jan 9 2022,9:00p,Sacramento Kings,88,Portland Trail Blazers,103,Box Score,,16408,Moda Center,
Sun Jan 9 2022,9:30p,Memphis Grizzlies,127,Los Angeles Lakers,119,Box Score,,18288,Crypto.com Arena,
Mon Jan 10 2022,7:00p,Milwaukee Bucks,99,Charlotte Hornets,103,Box Score,,14253,Spectrum Center,
Mon Jan 10 2022,7:00p,Utah Jazz,116,Detroit Pistons,126,Box Score,,17834,Little Caesars Arena,
Mon Jan 10 2022,7:30p,Indiana Pacers,98,Boston Celtics,101,Box Score,OT,19156,TD Garden,
Mon Jan 10 2022,7:30p,San Antonio Spurs,96,New York Knicks,111,Box Score,,16569,Madison Square Garden (IV),
Mon Jan 10 2022,8:00p,Philadelphia 76ers,111,Houston Rockets,91,Box Score,,13593,Toyota Center,
Mon Jan 10 2022,10:00p,Brooklyn Nets,108,Portland Trail Blazers,114,Box Score,,16379,Moda Center,
Mon Jan 10 2022,10:00p,Cleveland Cavaliers,109,Sacramento Kings,108,Box Score,,12110,Golden 1 Center,
Tue Jan 11 2022,7:00p,Oklahoma City Thunder,118,Washington Wizards,122,Box Score,,13985,Capital One Arena,
Tue Jan 11 2022,7:30p,Phoenix Suns,99,Toronto Raptors,95,Box Score,,0,Scotiabank Arena,
Tue Jan 11 2022,8:00p,Detroit Pistons,87,Chicago Bulls,133,Box Score,,19886,United Center,
Tue Jan 11 2022,8:00p,Golden State Warriors,108,Memphis Grizzlies,116,Box Score,,17794,FedEx Forum,
Tue Jan 11 2022,8:00p,Minnesota Timberwolves,125,New Orleans Pelicans,128,Box Score,,15155,Smoothie King Center,
Tue Jan 11 2022,10:30p,Denver Nuggets,85,Los Angeles Clippers,87,Box Score,,15077,Crypto.com Arena,
Wed Jan 12 2022,7:00p,Boston Celtics,119,Indiana Pacers,100,Box Score,,13560,Gainbridge Fieldhouse,
Wed Jan 12 2022,7:00p,Charlotte Hornets,109,Philadelphia 76ers,98,Box Score,,20317,Wells Fargo Center,
Wed Jan 12 2022,7:00p,Orlando Magic,106,Washington Wizards,112,Box Score,,13138,Capital One Arena,
Wed Jan 12 2022,7:30p,Miami Heat,115,Atlanta Hawks,91,Box Score,,15355,State Farm Arena,
Wed Jan 12 2022,7:30p,Dallas Mavericks,85,New York Knicks,108,Box Score,,18215,Madison Square Garden (IV),
Wed Jan 12 2022,8:30p,Houston Rockets,128,San Antonio Spurs,124,Box Score,,11314,AT&T Center,
Wed Jan 12 2022,9:00p,Cleveland Cavaliers,111,Utah Jazz,91,Box Score,,18306,Vivint Smart Home Arena,
Wed Jan 12 2022,10:00p,Brooklyn Nets,138,Chicago Bulls,112,Box Score,,21698,United Center,
Wed Jan 12 2022,10:00p,Los Angeles Lakers,116,Sacramento Kings,125,Box Score,,12199,Golden 1 Center,
Thu Jan 13 2022,7:30p,Golden State Warriors,99,Milwaukee Bucks,118,Box Score,,17848,Fiserv Forum,
Thu Jan 13 2022,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,116,Box Score,,15881,FedEx Forum,
Thu Jan 13 2022,8:00p,Los Angeles Clippers,89,New Orleans Pelicans,113,Box Score,,15406,Smoothie King Center,
Thu Jan 13 2022,8:30p,Oklahoma City Thunder,130,Brooklyn Nets,109,Box Score,,16964,Barclays Center,
Thu Jan 13 2022,10:00p,Portland Trail Blazers,108,Denver Nuggets,140,Box Score,,14972,Ball Arena,
Fri Jan 14 2022,7:00p,Orlando Magic,116,Charlotte Hornets,109,Box Score,,16011,Spectrum Center,
Fri Jan 14 2022,7:00p,Toronto Raptors,87,Detroit Pistons,103,Box Score,,18011,Little Caesars Arena,
Fri Jan 14 2022,7:00p,Phoenix Suns,112,Indiana Pacers,94,Box Score,,14019,Gainbridge Fieldhouse,
Fri Jan 14 2022,7:00p,Boston Celtics,99,Philadelphia 76ers,111,Box Score,,20444,Wells Fargo Center,
Fri Jan 14 2022,7:30p,Golden State Warriors,138,Chicago Bulls,96,Box Score,,21174,United Center,
Fri Jan 14 2022,8:00p,Atlanta Hawks,118,Miami Heat,124,Box Score,,19600,FTX Arena,
Fri Jan 14 2022,8:30p,Cleveland Cavaliers,114,San Antonio Spurs,109,Box Score,,12160,AT&T Center,
Fri Jan 14 2022,10:00p,Dallas Mavericks,112,Memphis Grizzlies,85,Box Score,,16712,FedEx Forum,
Fri Jan 14 2022,10:00p,Houston Rockets,114,Sacramento Kings,126,Box Score,,12857,Golden 1 Center,
Sat Jan 15 2022,6:30p,Toronto Raptors,103,Milwaukee Bucks,96,Box Score,,17341,Fiserv Forum,
Sat Jan 15 2022,7:00p,Portland Trail Blazers,115,Washington Wizards,110,Box Score,,15124,Capital One Arena,
Sat Jan 15 2022,7:30p,New York Knicks,117,Atlanta Hawks,108,Box Score,,16414,State Farm Arena,
Sat Jan 15 2022,7:30p,New Orleans Pelicans,105,Brooklyn Nets,120,Box Score,,17034,Barclays Center,
Sat Jan 15 2022,8:00p,Philadelphia 76ers,109,Miami Heat,98,Box Score,,19600,FTX Arena,
Sat Jan 15 2022,8:00p,Cleveland Cavaliers,107,Oklahoma City Thunder,102,Box Score,,15284,Paycom Center,
Sat Jan 15 2022,8:30p,Chicago Bulls,112,Boston Celtics,114,Box Score,,19156,TD Garden,
Sat Jan 15 2022,8:30p,Los Angeles Clippers,94,San Antonio Spurs,101,Box Score,,13223,AT&T Center,
Sat Jan 15 2022,9:00p,Los Angeles Lakers,96,Denver Nuggets,133,Box Score,,19520,Ball Arena,
Sat Jan 15 2022,9:30p,Orlando Magic,92,Dallas Mavericks,108,Box Score,,19816,American Airlines Center,
Sun Jan 16 2022,1:00p,Phoenix Suns,135,Detroit Pistons,108,Box Score,,18178,Little Caesars Arena,
Sun Jan 16 2022,6:00p,Houston Rockets,118,Sacramento Kings,112,Box Score,,13601,Golden 1 Center,
Sun Jan 16 2022,8:00p,Utah Jazz,125,Denver Nuggets,102,Box Score,,15647,Ball Arena,
Sun Jan 16 2022,8:00p,Golden State Warriors,99,Minnesota Timberwolves,119,Box Score,,17136,Target Center,
Mon Jan 17 2022,12:30p,New Orleans Pelicans,92,Boston Celtics,104,Box Score,,19156,TD Garden,
Mon Jan 17 2022,1:00p,Charlotte Hornets,97,New York Knicks,87,Box Score,,19812,Madison Square Garden (IV),
Mon Jan 17 2022,2:00p,Philadelphia 76ers,98,Washington Wizards,117,Box Score,,14581,Capital One Arena,
Mon Jan 17 2022,3:00p,Brooklyn Nets,107,Cleveland Cavaliers,114,Box Score,,18105,Rocket Mortgage Fieldhouse,
Mon Jan 17 2022,3:30p,Indiana Pacers,133,Los Angeles Clippers,139,Box Score,,15080,Crypto.com Arena,
Mon Jan 17 2022,3:30p,Chicago Bulls,106,Memphis Grizzlies,119,Box Score,,17794,FedEx Forum,
Mon Jan 17 2022,6:00p,Milwaukee Bucks,114,Atlanta Hawks,121,Box Score,,16903,State Farm Arena,
Mon Jan 17 2022,7:00p,Portland Trail Blazers,98,Orlando Magic,88,Box Score,,13648,Amway Center,
Mon Jan 17 2022,7:30p,Toronto Raptors,99,Miami Heat,104,Box Score,,19600,FTX Arena,
Mon Jan 17 2022,8:30p,Oklahoma City Thunder,102,Dallas Mavericks,104,Box Score,,19266,American Airlines Center,
Mon Jan 17 2022,8:30p,Phoenix Suns,121,San Antonio Spurs,107,Box Score,,10422,AT&T Center,
Mon Jan 17 2022,10:30p,Utah Jazz,95,Los Angeles Lakers,101,Box Score,,17238,Crypto.com Arena,
Tue Jan 18 2022,7:30p,Minnesota Timberwolves,112,New York Knicks,110,Box Score,,16071,Madison Square Garden (IV),
Tue Jan 18 2022,10:00p,Detroit Pistons,86,Golden State Warriors,102,Box Score,,18064,Chase Center,
Wed Jan 19 2022,7:00p,Orlando Magic,110,Philadelphia 76ers,123,Box Score,,20081,Wells Fargo Center,
Wed Jan 19 2022,7:00p,Brooklyn Nets,119,Washington Wizards,118,Box Score,,15380,Capital One Arena,
Wed Jan 19 2022,7:30p,Minnesota Timberwolves,122,Atlanta Hawks,134,Box Score,,15199,State Farm Arena,
Wed Jan 19 2022,7:30p,Charlotte Hornets,111,Boston Celtics,102,Box Score,,19156,TD Garden,
Wed Jan 19 2022,7:30p,Portland Trail Blazers,92,Miami Heat,104,Box Score,,19600,FTX Arena,
Wed Jan 19 2022,8:00p,Cleveland Cavaliers,104,Chicago Bulls,117,Box Score,,20824,United Center,
Wed Jan 19 2022,8:00p,Memphis Grizzlies,114,Milwaukee Bucks,126,Box Score,,17341,Fiserv Forum,
Wed Jan 19 2022,8:30p,Toronto Raptors,98,Dallas Mavericks,102,Box Score,,19218,American Airlines Center,
Wed Jan 19 2022,8:30p,Oklahoma City Thunder,96,San Antonio Spurs,118,Box Score,,11848,AT&T Center,
Wed Jan 19 2022,9:00p,Houston Rockets,116,Utah Jazz,111,Box Score,,18306,Vivint Smart Home Arena,
Wed Jan 19 2022,10:00p,Los Angeles Clippers,128,Denver Nuggets,130,Box Score,OT,14547,Ball Arena,
Wed Jan 19 2022,10:00p,Detroit Pistons,133,Sacramento Kings,131,Box Score,,12907,Golden 1 Center,
Wed Jan 19 2022,10:30p,Indiana Pacers,111,Los Angeles Lakers,104,Box Score,,17818,Crypto.com Arena,
Thu Jan 20 2022,7:30p,Phoenix Suns,109,Dallas Mavericks,101,Box Score,,18306,American Airlines Center,
Thu Jan 20 2022,7:30p,New Orleans Pelicans,102,New York Knicks,91,Box Score,,16168,Madison Square Garden (IV),
Thu Jan 20 2022,10:00p,Indiana Pacers,121,Golden State Warriors,117,Box Score,OT,18064,Chase Center,
Fri Jan 21 2022,7:00p,Oklahoma City Thunder,98,Charlotte Hornets,121,Box Score,,15835,Spectrum Center,
Fri Jan 21 2022,7:00p,Los Angeles Lakers,116,Orlando Magic,105,Box Score,,18846,Amway Center,
Fri Jan 21 2022,7:00p,Los Angeles Clippers,102,Philadelphia 76ers,101,Box Score,,20182,Wells Fargo Center,
Fri Jan 21 2022,7:30p,Miami Heat,108,Atlanta Hawks,110,Box Score,,16385,State Farm Arena,
Fri Jan 21 2022,7:30p,Portland Trail Blazers,109,Boston Celtics,105,Box Score,,19156,TD Garden,
Fri Jan 21 2022,8:00p,Chicago Bulls,90,Milwaukee Bucks,94,Box Score,,18013,Fiserv Forum,
Fri Jan 21 2022,8:00p,Toronto Raptors,109,Washington Wizards,105,Box Score,,14755,Capital One Arena,
Fri Jan 21 2022,8:30p,Brooklyn Nets,117,San Antonio Spurs,102,Box Score,,15068,AT&T Center,
Fri Jan 21 2022,9:00p,Memphis Grizzlies,122,Denver Nuggets,118,Box Score,,17009,Ball Arena,
Fri Jan 21 2022,9:00p,Detroit Pistons,101,Utah Jazz,111,Box Score,,18306,Vivint Smart Home Arena,
Fri Jan 21 2022,10:00p,Houston Rockets,103,Golden State Warriors,105,Box Score,,18064,Chase Center,
Sat Jan 22 2022,7:00p,Sacramento Kings,127,Milwaukee Bucks,133,Box Score,,17341,Fiserv Forum,
Sat Jan 22 2022,8:00p,Oklahoma City Thunder,87,Cleveland Cavaliers,94,Box Score,,19432,Rocket Mortgage Fieldhouse,
Sat Jan 22 2022,9:00p,Indiana Pacers,103,Phoenix Suns,113,Box Score,,17071,Phoenix Suns Arena,
Sun Jan 23 2022,1:00p,Los Angeles Clippers,102,New York Knicks,110,Box Score,,19812,Madison Square Garden (IV),
Sun Jan 23 2022,3:30p,Boston Celtics,116,Washington Wizards,87,Box Score,,16371,Capital One Arena,
Sun Jan 23 2022,6:00p,Los Angeles Lakers,107,Miami Heat,113,Box Score,,19973,FTX Arena,
Sun Jan 23 2022,6:00p,Chicago Bulls,95,Orlando Magic,114,Box Score,,18846,Amway Center,
Sun Jan 23 2022,6:00p,Portland Trail Blazers,114,Toronto Raptors,105,Box Score,,,Scotiabank Arena,
Sun Jan 23 2022,7:00p,Atlanta Hawks,113,Charlotte Hornets,91,Box Score,,15822,Spectrum Center,
Sun Jan 23 2022,7:00p,Philadelphia 76ers,115,San Antonio Spurs,109,Box Score,,16437,AT&T Center,
Sun Jan 23 2022,7:30p,Memphis Grizzlies,91,Dallas Mavericks,104,Box Score,,19701,American Airlines Center,
Sun Jan 23 2022,8:00p,Detroit Pistons,111,Denver Nuggets,117,Box Score,,14060,Ball Arena,
Sun Jan 23 2022,8:00p,Brooklyn Nets,125,Minnesota Timberwolves,136,Box Score,,16475,Target Center,
Sun Jan 23 2022,8:30p,Utah Jazz,92,Golden State Warriors,94,Box Score,,18064,Chase Center,
Mon Jan 24 2022,7:00p,New York Knicks,93,Cleveland Cavaliers,95,Box Score,,17321,Rocket Mortgage Fieldhouse,
Mon Jan 24 2022,8:00p,Indiana Pacers,113,New Orleans Pelicans,117,Box Score,,15581,Smoothie King Center,
Mon Jan 24 2022,8:00p,Chicago Bulls,111,Oklahoma City Thunder,110,Box Score,,14378,Paycom Center,
Mon Jan 24 2022,9:00p,Utah Jazz,109,Phoenix Suns,115,Box Score,,17071,Phoenix Suns Arena,
Tue Jan 25 2022,7:00p,Denver Nuggets,110,Detroit Pistons,105,Box Score,,16023,Little Caesars Arena,
Tue Jan 25 2022,7:00p,New Orleans Pelicans,107,Philadelphia 76ers,117,Box Score,,20121,Wells Fargo Center,
